key,0,1,2
565,"河童蓑衣头套",2500,"季节活动装备2"
566,"河童蓑衣套装",2501,"季节活动装备2"
567,"血盟幻术师厚袍",1400,"角色时装"
568,"血盟幻术师长裤",1401,"角色时装"
569,"血盟幻术师木鞋",1402,"角色时装"
570,"血盟盗贼束腰衣",1300,"角色时装"
571,"血盟盗贼半指手套",1301,"角色时装"
572,"血盟盗贼束膝裤",1302,"角色时装"
573,"血盟盗贼战靴",1303,"角色时装"
574,"血盟咒术师单眼镜",1600,"角色时装"
575,"血盟咒术师长袍",1601,"角色时装"
576,"血盟咒术师手铠",1602,"角色时装"
577,"血盟咒术师束膝裤",1603,"角色时装"
578,"血盟咒术师狩猎靴",1604,"角色时装"
579,"血盟拳手面罩",1700,"角色时装"
580,"血盟拳手套装",1701,"角色时装"
581,"血盟女士套装",1200,"角色时装"
582,"炼铁厂护目镜",3200,"角色时装"
583,"炼铁厂工作服",3201,"角色时装"
584,"炼铁厂手套",3202,"角色时装"
585,"炼铁厂长裤",3203,"角色时装"
586,"炼铁厂长靴",3204,"角色时装"
587,"首席机械师护目镜",3300,"角色时装"
588,"首席机械师套装",3301,"角色时装"
589,"血盟治疗师长袍",1403,"角色时装"
590,"血盟治疗师紧身短裤",1404,"角色时装"
591,"血盟治疗师高筒靴",1405,"角色时装"
592,"血盟双剑师外套",1304,"角色时装"
593,"血盟双剑师护臂",1305,"角色时装"
594,"血盟双剑师长裤",1306,"角色时装"
595,"血盟双剑师长靴",1307,"角色时装"
596,"血盟解放者短衣",1702,"角色时装"
597,"血盟解放者半指护手",1703,"角色时装"
598,"血盟解放者热裤",1704,"角色时装"
599,"血盟解放者铠靴",1705,"角色时装"
600,"血盟解放者耳坠",1706,"角色时装"
601,"飞燕胴着",6000,"角色时装"
602,"飞燕笼手",6001,"角色时装"
603,"飞燕长裤",6002,"角色时装"
604,"飞燕缠足",6003,"角色时装"
605,"豪雪之斗笠",6100,"角色时装"
606,"豪雪之胴着",6101,"角色时装"
607,"豪雪之手甲",6102,"角色时装"
608,"豪雪之筒袴",6103,"角色时装"
609,"豪雪之木屐",6104,"角色时装"
610,"苍穹骑士铠甲",5050,"角色时装"
611,"苍穹骑士手铠",5051,"角色时装"
612,"苍穹骑士软甲裤",5052,"角色时装"
613,"苍穹骑士铠靴",5053,"角色时装"
614,"苍穹法师长袍",5054,"角色时装"
615,"苍穹法师礼服手套",5055,"角色时装"
616,"苍穹法师软甲裤",5056,"角色时装"
617,"苍穹法师铠靴",5057,"角色时装"
618,"总骑士长战甲",5100,"角色时装"
619,"总骑士长手套",5101,"角色时装"
620,"漆黑的宽边帽",3106,"角色时装"
621,"漆黑的礼服",3107,"角色时装"
622,"漆黑的礼服手套",3108,"角色时装"
623,"漆黑的长靴",3109,"角色时装"
624,"破损的绅士单眼镜",3000,"角色时装"
625,"破损的绅士短上衣",3001,"角色时装"
626,"破损的绅士手套",3002,"角色时装"
627,"破损的绅士打底裤",3003,"角色时装"
628,"破损的绅士高跟鞋",3004,"角色时装"
629,"纯白礼服",1201,"角色时装"
630,"纯白短裙",1202,"角色时装"
631,"血盟聆听者兜帽",1800,"角色时装"
632,"血盟聆听者长衣",1801,"角色时装"
633,"血盟聆听者靴",1802,"角色时装"
634,"威风凛凛礼服",6200,"角色时装"
635,"威风凛凛腕带",6201,"角色时装"
636,"威风凛凛礼鞋",6202,"角色时装"
637,"血盟魔女头饰",1407,"角色时装"
638,"血盟魔女长袍",1408,"角色时装"
639,"血盟魔女影爪",1409,"角色时装"
640,"血盟魔女高筒靴",1410,"角色时装"
641,"萨雷安神童装",1000,"角色时装"
642,"新款阿尔菲诺服装套装",1001,"角色时装"
643,"巫女上装",7000,"角色时装"
644,"巫女热裤",7001,"角色时装"
645,"巫女护腿",7002,"角色时装"
646,"欧米茄M服装套装",7200,"角色时装"
647,"欧米茄M耳夹",7201,"角色时装"
648,"欧米茄F服装套装",7202,"角色时装"
649,"欧米茄F耳环",7203,"角色时装"
650,"阿拉米格莉瑟服装套装",1707,"角色时装"
651,"盖娅服装套装",7150,"角色时装"
652,"黄道的约定之锤",7106,"角色时装"
653,"灵极的约定之锤",7107,"角色时装"
654,"幽暗的约定之锤",7105,"角色时装"
655,"荒芜的约定之锤",7104,"角色时装"
656,"暗影的约定之锤",7103,"角色时装"
657,"漆黑的约定之锤",7102,"角色时装"
658,"蔽日的约定之锤",7101,"角色时装"
659,"新款阿莉塞服装套装",1100,"角色时装"
660,"冰心长袍",5200,"角色时装"
661,"冰心护臂",5201,"角色时装"
662,"冰心打底裤",5202,"角色时装"
663,"冰心高筒靴",5203,"角色时装"
664,"光辉",5008,"角色时装"
665,"终斩",5009,"角色时装"
666,"苍穹骑士盾",5010,"角色时装"
667,"灰云",5011,"角色时装"
668,"血腥安妮",5012,"角色时装"
669,"溃逃",5013,"角色时装"
670,"碎心",5014,"角色时装"
671,"寒冬",5015,"角色时装"
672,"龙祸",5016,"角色时装"
673,"神益",5017,"角色时装"
674,"绝孀",5018,"角色时装"
675,"奇思妙想",5019,"角色时装"
676,"幽谷蠕虫",5020,"角色时装"
677,"漆黑的死亡巨镰",3100,"角色时装"
678,"漆黑的精魂巨镰",3101,"角色时装"
679,"漆黑的命运巨镰",3102,"角色时装"
680,"漆黑的虚无巨镰",3103,"角色时装"
681,"漆黑的鲜血巨镰",3104,"角色时装"
682,"逐夜者",1406,"角色时装"
683,"漆黑的心灵巨镰",3105,"角色时装"
684,"特制女仆发带",1006,"专属时装"
685,"特制女仆围裙装",1007,"专属时装"
686,"特制女仆腕带",1008,"专属时装"
687,"特制女仆蓬松裤",1009,"专属时装"
688,"特制女仆礼鞋",1010,"专属时装"
689,"特制管家单眼镜",1011,"专属时装"
690,"特制管家燕尾服",1012,"专属时装"
691,"特制管家手套",1013,"专属时装"
692,"特制管家长裤",1014,"专属时装"
693,"特制管家礼鞋",1015,"专属时装"
694,"特制上仙紧箍",1017,"专属时装"
695,"特制上仙斗衣",1017,"专属时装"
696,"特制上仙数珠",1018,"专属时装"
697,"特制上仙长裤",1019,"专属时装"
698,"特制上仙缠足",1020,"专属时装"
699,"东方秀女旗袍",1021,"专属时装"
700,"东方秀女旗裙",1022,"专属时装"
701,"东方秀女布鞋",1023,"专属时装"
702,"东方公子长衫",1024,"专属时装"
703,"东方公子长裤",1025,"专属时装"
704,"东方公子布鞋",1026,"专属时装"
705,"风雅长羽织",1027,"专属时装"
706,"风雅袴",1028,"专属时装"
707,"东方贵人爵弁",1029,"专属时装"
708,"东方贵人玄端",1030,"专属时装"
709,"东方贵人腕饰",1031,"专属时装"
710,"东方贵人帷裳",1032,"专属时装"
711,"东方贵人舄履",1033,"专属时装"
712,"东方雅人帽",1034,"专属时装"
713,"东方雅人服",1035,"专属时装"
714,"东方雅人佩楯",1036,"专属时装"
715,"东方雅人靴",1037,"专属时装"
716,"东方丽人发饰",1038,"专属时装"
717,"东方丽人服",1039,"专属时装"
718,"东方丽人衬裙",1040,"专属时装"
719,"东方丽人靴",1041,"专属时装"
720,"哪吒赤莲花钿",1042,"专属时装"
721,"哪吒赤莲斗衣",1043,"专属时装"
722,"哪吒赤莲手套",1044,"专属时装"
723,"哪吒赤莲斗裤",1045,"专属时装"
724,"哪吒赤莲斗靴",1046,"专属时装"
725,"哪吒白莲花钿",1047,"专属时装"
726,"哪吒白莲斗衣",1048,"专属时装"
727,"哪吒白莲手套",1049,"专属时装"
728,"哪吒白莲短裤",1050,"专属时装"
729,"哪吒白莲斗靴",1051,"专属时装"
730,"天使光环",1052,"专属时装"
731,"天使羽衣",1053,"专属时装"
732,"天使手环",1054,"专属时装"
733,"天使长裤",1055,"专属时装"
734,"天使长靴",1056,"专属时装"
735,"恶魔弯角",1057,"专属时装"
736,"恶魔羽衣",1058,"专属时装"
737,"恶魔手套",1059,"专属时装"
738,"恶魔长裤",1060,"专属时装"
739,"恶魔长靴",1061,"专属时装"
740,"王子头冠",1062,"专属时装"
741,"王子礼服",1063,"专属时装"
742,"王子手套",1064,"专属时装"
743,"王子长裤",1065,"专属时装"
744,"王子长靴",1066,"专属时装"
745,"公主华冠",1067,"专属时装"
746,"公主礼服",1068,"专属时装"
747,"公主手套",1069,"专属时装"
748,"公主长裙",1070,"专属时装"
749,"公主高跟鞋",1071,"专属时装"
750,"东方女生发带",1072,"专属时装"
751,"东方女生袴",1073,"专属时装"
752,"东方女生皮靴",1074,"专属时装"
753,"东方书生帽",1075,"专属时装"
754,"东方书生袴",1076,"专属时装"
755,"东方书生草履",1077,"专属时装"
756,"门客帽",1078,"专属时装"
757,"门客斗衣",1079,"专属时装"
758,"门客袖饰",1080,"专属时装"
759,"门客长裤",1081,"专属时装"
760,"门客皮鞋",1082,"专属时装"
761,"辨天帽",1083,"专属时装"
762,"辨天服",1084,"专属时装"
763,"辨天手套",1085,"专属时装"
764,"辨天衬裙",1086,"专属时装"
765,"辨天短靴",1087,"专属时装"
766,"东方武官帽",1088,"专属时装"
767,"东方武官服",1089,"专属时装"
768,"东方武官腕环",1090,"专属时装"
769,"东方武官裤",1091,"专属时装"
770,"东方武官鞋",1092,"专属时装"
771,"东方美姬帽",1093,"专属时装"
772,"东方美姬服",1094,"专属时装"
773,"东方美姬腕环",1095,"专属时装"
774,"东方美姬裤",1096,"专属时装"
775,"东方美姬鞋",1097,"专属时装"
776,"美格雅卡头冠",1098,"专属时装"
777,"美格雅卡长袍",1099,"专属时装"
778,"美格雅卡软甲裤",1100,"专属时装"
779,"美格雅卡长靴",1101,"专属时装"
780,"孔雀帽",1102,"专属时装"
781,"孔雀玄端",1103,"专属时装"
782,"孔雀笼手",1104,"专属时装"
783,"孔雀帷裳",1105,"专属时装"
784,"孔雀靴",1106,"专属时装"
785,"山间少女帽",1107,"专属时装"
786,"山间少女束腰紧身衣",1108,"专属时装"
787,"山间少女腕环",1109,"专属时装"
788,"山间少女长裙",1110,"专属时装"
789,"山间少女礼鞋",1111,"专属时装"
790,"登山帽",1112,"专属时装"
791,"登山外套",1113,"专属时装"
792,"登山半指手套",1114,"专属时装"
793,"登山五分裤",1115,"专属时装"
794,"登山长靴",1116,"专属时装"
795,"学院制服（领带）",1117,"专属时装"
796,"学院长裤",1118,"专属时装"
797,"学院便鞋（短袜）",1119,"专属时装"
798,"学院制服（蝴蝶结）",1120,"专属时装"
799,"学院短裙",1121,"专属时装"
800,"学院便鞋（高筒袜）",1122,"专属时装"
801,"东方雅士帽",1123,"专属时装"
802,"东方雅士服",1124,"专属时装"
803,"东方雅士腕饰",1125,"专属时装"
804,"东方雅士长裤",1126,"专属时装"
805,"东方雅士靴",1127,"专属时装"
806,"东方美玉帽",1128,"专属时装"
807,"东方美玉服",1129,"专属时装"
808,"东方美玉腕饰",1130,"专属时装"
809,"东方美玉衬裙",1131,"专属时装"
810,"东方美玉靴",1132,"专属时装"
811,"志士钵铁",1133,"专属时装"
812,"志士羽织",1134,"专属时装"
813,"志士筒袴",1135,"专属时装"
814,"志士草履",1136,"专属时装"
815,"街头鸭舌帽",1137,"专属时装"
816,"街头上装",1138,"专属时装"
817,"街头手饰",1139,"专属时装"
818,"街头工装裤",1140,"专属时装"
819,"街头高帮鞋",1141,"专属时装"
820,"街头外套",1142,"专属时装"
821,"远北帽",1143,"专属时装"
822,"远北束腰衣",1144,"专属时装"
823,"远北纤维手套",1145,"专属时装"
824,"远北裙裤",1146,"专属时装"
825,"远北筒靴",1147,"专属时装"
826,"就学帽",1148,"专属时装"
827,"就学外套",1149,"专属时装"
828,"就学长裤",1150,"专属时装"
829,"就学皮鞋",1151,"专属时装"
830,"就学水手服",1152,"专属时装"
831,"就学水手短裙",1153,"专属时装"
832,"就学便鞋",1154,"专属时装"
833,"领主贝雷帽",1155,"专属时装"
834,"领主皮衣",1156,"专属时装"
835,"领主手套",1157,"专属时装"
836,"领主马裤",1158,"专属时装"
837,"领主长靴",1159,"专属时装"
838,"魔导护耳",1160,"专属时装"
839,"魔导外套",1161,"专属时装"
840,"魔导指套",1162,"专属时装"
841,"魔导打底裤",1163,"专属时装"
842,"魔导短靴",1164,"专属时装"
843,"绿宝石兽发箍",3004,"吉祥物时装"
844,"绿宝石兽外套",3005,"吉祥物时装"
845,"绿宝石兽长靴",3006,"吉祥物时装"
846,"黄宝石兽发箍",3007,"吉祥物时装"
847,"黄宝石兽外套",3008,"吉祥物时装"
848,"黄宝石兽长靴",3009,"吉祥物时装"
849,"红宝石兽发箍",3010,"吉祥物时装"
850,"红宝石兽外套",3011,"吉祥物时装"
851,"红宝石兽长靴",3012,"吉祥物时装"
852,"猫小胖兜帽",5000,"吉祥物时装"
853,"猫小胖家居服",5001,"吉祥物时装"
854,"猫小胖家居五分裤",5002,"吉祥物时装"
855,"猫小胖拖鞋",5003,"吉祥物时装"
856,"猫小胖家居短裤",5004,"吉祥物时装"
857,"林地守护者上装",1165,"专属时装"
858,"林地守护者指套",1166,"专属时装"
859,"林地守护者马裤",1167,"专属时装"
860,"林地守护者长靴",1168,"专属时装"
861,"林地守护者短裙",1169,"专属时装"
862,"水晶都神童上装",1002,"角色时装"
863,"水晶都神童半指护手",1003,"角色时装"
864,"水晶都神童骑兵裤",1004,"角色时装"
865,"水晶都神童高筒靴",1005,"角色时装"
866,"",1170,"专属时装"
867,"",1171,"专属时装"
868,"",1172,"专属时装"
869,"",1173,"专属时装"
870,"美梦帽",2163,"季节活动装备4"
871,"美梦装",2164,"季节活动装备4"
872,"美梦靴",2165,"季节活动装备4"
873,"铁质玉兔武士盔",2033,"季节活动装备4"
874,"铁质黑漆玉兔武士盔",2034,"季节活动装备4"
875,"铁质银箔玉兔武士盔",2035,"季节活动装备4"
876,"特制如意金箍棒",1016,"专属时装"
877,"白鸦（复制品）",10000,"专属时装"
878,"闪亮胜者王冠",4089,"季节活动装备5"
