key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
268,1,"平等的茶会",,,,,,2,"平等的茶会",,,1,"一张安乐椅","推进“刻木匠”的职业任务进度后解锁获取条件",False
269,1,"雪花的挑战",,,,,,2,"雪花的挑战",,,1,"雪花的烦恼","推进“锻铁匠”的职业任务进度后解锁获取条件",False
270,1,"技术交流",,,,,,2,"技术交流",,,1,"何为个性","推进“铸甲匠”的职业任务进度后解锁获取条件",False
271,1,"女王的美梦",,,,,,2,"女王的美梦",,,1,"报恩大作战","推进“雕金匠”的职业任务进度后解锁获取条件",False
272,1,"向生命致敬",,,,,,2,"向生命致敬",,,1,"好事多磨","推进“制革匠”的职业任务进度后解锁获取条件",False
273,1,"翩翩天女的礼服",,,,,,2,"翩翩天女的礼服",,,1,"一决胜负的礼服","推进“裁衣匠”的职业任务进度后解锁获取条件",False
274,1,"光阴无法磨灭的爱",,,,,,2,"光阴无法磨灭的爱",,,1,"罪与责","推进“炼金术士”的职业任务进度后解锁获取条件",False
275,1,"真心的味道",,,,,,2,"真心的味道",,,1,"寿司的味道","推进“烹调师”的职业任务进度后解锁获取条件",False
276,1,"采矿工阿达尔博塔女士",,,,,,2,"采矿工阿达尔博塔女士",,,0,,"",False
277,1,"首席园艺工弗弗茶",,,,,,2,"首席园艺工弗弗茶",,,0,,"",False
278,1,"代理渔头希希蒲",,,,,,2,"代理渔头希希蒲",,,0,,"",False
279,1,"峡谷深处的阳光",,,,,,2,"峡谷深处的阳光",,,1,"琥珀色的悔意","推进“采矿工”的职业任务进度后解锁获取条件",False
280,1,"希望的种子",,,,,,2,"希望的种子",,,1,"战火仍未平息","推进“园艺师”的职业任务进度后解锁获取条件",False
281,1,"网仓大危机",,,,,,2,"网仓大危机",,,1,"云破鱼现","推进“捕鱼人”的职业任务进度后解锁获取条件",False
282,1,"再次踏上旅途",,,,,,2,"再次踏上旅途",,,1,"深度挖掘","推进“采矿工”的职业任务进度后解锁获取条件",False
283,1,"连载最终回«种子无国界»",,,,,,2,"连载最终回«种子无国界»",,,1,"连载第三回«跨越苦难，追逐梦想»","推进“园艺师”的职业任务进度后解锁获取条件",False
284,1,"最后的乐园",,,,,,2,"最后的乐园",,,1,"是美味还是毒药？","推进“捕鱼人”的职业任务进度后解锁获取条件",False
285,1,"团结一心",,,,,,2,"团结一心",,,1,"最技研的改变","推进“采矿工”的职业任务进度后解锁获取条件",False
286,1,"她和她的菜园",,,,,,2,"她和她的菜园",,,1,"白色的灾难","推进“园艺师”的职业任务进度后解锁获取条件",False
287,1,"意外的收获",,,,,,2,"意外的收获",,,1,"危机的源头","推进“捕鱼人”的职业任务进度后解锁获取条件",False
288,1,"黑铁工房",,,,,,2,"黑铁工房",,,1,"新顾客是恩莫族？","",False
289,1,"实录数据003“修复羁绊的工匠”",,,,,,2,"实录数据003“修复羁绊的工匠”",,,1,"实录数据002“点亮工房的工匠”","",False
290,1,"治愈旧伤",,,,,,2,"治愈旧伤",,,1,"容身之处","",False
291,1,"接近传说中的生物萨迈尔的真相！",,,,,,2,"接近传说中的生物萨迈尔的真相！",,,1,"传说中的生物萨迈尔实际存在着？！","",False
292,1,"水晶病的治疗方法",,,,,,2,"水晶病的治疗方法",,,1,"纸与鱼","",False
293,1,"与古代的对话",,,,,,2,"与古代的对话",,,1,"陷入困境的露露夏","",False
294,1,"约定的星星",,,,,,2,"约定的星星",,,1,"裘德的成长","",False
295,1,"萨雷安的饮食文化",,,,,,2,"萨雷安的饮食文化",,,1,"美味的完美食料","",False
296,1,"美妙的结局",,,,,,2,"美妙的结局",,,1,"关于重要的时间","",False
297,1,"海港的未来",,,,,,2,"海港的未来",,,1,"鱼类丰富的时代","",False
298,1,"金碟欢迎您",,,,,,2,"金碟欢迎您",,,0,,"",False
299,1,"消失在铜铃中的梦",,,,,,2,"消失在铜铃中的梦",,,1,"沙之都的工作","推进“重生之境”的主线任务进度后解锁获取条件",False
300,1,"坚守之物",,,,,,2,"坚守之物",,,1,"为了更强","推进“骑士”的特职任务进度后解锁获取条件",False
301,1,"战士归来",,,,,,2,"战士归来",,,1,"燃烧吧高吉","推进“战士”的特职任务进度后解锁获取条件",False
302,1,"一往无前的孤高骑士",,,,,,2,"一往无前的孤高骑士",,,1,"再次相见","推进“暗黑骑士”的特职任务进度后解锁获取条件",False
303,1,"另一位绝枪战士",,,,,,2,"另一位绝枪战士",,,1,"真正的绝枪战士","推进“绝枪战士”的特职任务进度后解锁获取条件",False
304,1,"治愈之力的源泉",,,,,,2,"治愈之力的源泉",,,1,"角尊的宝贝","推进“白魔法师”的特职任务进度后解锁获取条件",False
305,1,"新次元学者",,,,,,2,"新次元学者",,,1,"穿越时空的夙愿","推进“学者”的特职任务进度后解锁获取条件",False
306,1,"蕾薇瓦恋爱了？",,,,,,2,"蕾薇瓦恋爱了？",,,1,"天地交融","推进“占星术士”的特职任务进度后解锁获取条件",False
307,1,"生命瞬逝，术道恒久",,,,,,2,"生命瞬逝，术道恒久",,,1,"誓言化作希望","推进“贤者”的特职任务进度后解锁获取条件",False
308,1,"星导继承者",,,,,,2,"星导继承者",,,1,"守护之力","推进“武僧”的特职任务进度后解锁获取条件",False
309,1,"献给那孤高的守护者",,,,,,2,"献给那孤高的守护者",,,1,"红血之龙骑士","推进“龙骑士”的特职任务进度后解锁获取条件",False
310,1,"胧的秘策",,,,,,2,"胧的秘策",,,1,"影隐忍法贴","推进“忍者”的特职任务进度后解锁获取条件",False
311,1,"仗剑行侠无双斋传",,,,,,2,"仗剑行侠无双斋传",,,1,"决战龟甲岛","推进“武士”的特职任务进度后解锁获取条件",False
312,1,"暗杀道",,,,,,2,"暗杀道",,,1,"浓于血的关系","推进“钐镰客”的特职任务进度后解锁获取条件",False
313,1,"响彻云霄的三重奏",,,,,,2,"响彻云霄的三重奏",,,1,"和平颂歌","推进“吟游诗人”的特职任务进度后解锁获取条件",False
314,1,"开创！机工士的明天",,,,,,2,"开创！机工士的明天",,,1,"认同彼此","推进“机工士”的特职任务进度后解锁获取条件",False
315,1,"向新天地进发",,,,,,2,"向新天地进发",,,1,"最精彩的演出","推进“舞者”的特职任务进度后解锁获取条件",False
316,1,"精诚所至，金石为开",,,,,,2,"精诚所至，金石为开",,,1,"通向未来的记忆","推进“黑魔法师”的特职任务进度后解锁获取条件",False
317,1,"次优召唤师",,,,,,2,"次优召唤师",,,1,"召唤师的使命","推进“召唤师”的特职任务进度后解锁获取条件",False
318,1,"以剑承志",,,,,,2,"以剑承志",,,1,"抗争之力","推进“赤魔法师”的特职任务进度后解锁获取条件",False
319,4,,,,,,,3,,,,3,,"开放“红莲之狂潮”的指定绝境战后解锁获取条件",False
320,4,,,,,,,3,,,,3,,"开放“红莲之狂潮”的指定绝境战后解锁获取条件",False
321,4,,,,,,,3,,,,3,,"开放“暗影之逆焰”的指定绝境战后解锁获取条件",False
322,4,,,,,,,3,,,,3,,"开放“晓月之终途”的指定绝境战后解锁获取条件",False
323,9,,,,,,,11,"冲突的王者第2赛季",,,0,,"",True
324,11,,,,,,,11,"冲突的勇者第2赛季",,,0,,"",True
325,11,,,,,,,11,"冲突的获奖者第2赛季",,,0,,"",True
326,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
327,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
328,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
329,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
330,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
331,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
332,9,,,,,,,11,"冲突的王者第3赛季",,,0,,"",True
333,11,,,,,,,11,"冲突的勇者第3赛季",,,0,,"",True
334,11,,,,,,,11,"冲突的获奖者第3赛季",,,0,,"",True
335,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
336,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
337,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
338,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
339,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
340,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
341,9,,,,,,,14,,,,0,,"",True
342,9,,,,,,,14,,,,0,,"",True
343,9,,,,,,,24,,,,3,,"推进“晓月之终途”的支线任务进度后解锁获取条件",False
344,9,,,,,,,17,,,,1," 生命、宇宙与咖啡豆","推进“晓月之终途”的友好部族任务进度后解锁获取条件",False
345,5,"观战",,,,,,14,,,,0,,"",True
346,1,"英雄之卵",,,,,,2,"英雄之卵",,,1,"凶猛火神伊弗利特","推进“重生之境”的主线任务进度后解锁获取条件",False
347,2,,,,,,,15,,,,1,"诗与弓交织的旋律","推进“吟游诗人”的特职任务进度后解锁获取条件",False
348,6,"自走人偶001号",,,,,,30,,,,0,,"",False
349,6,"巧儿陆行鸟",,,,,,30,,,,0,,"",False
350,6,"爆弹仔",,,,,,30,,,,0,,"",False
351,6,"贝希摩斯宝宝",,,,,,12,"贝希摩斯宝宝",,,0,,"",False
352,6,"魔界花骨朵",,,,,,31,,,,4,"毒雾洞窟黄金谷","突破“重生之境”的指定迷宫后解锁获取条件",False
353,6,"灰尘兔",,,,,,29,,,,0,,"",False
354,6,"幼小仙人掌",,,,,,2,"尸念之情",,,1,"黄沙之光","推进“重生之境”的支线任务进度后解锁获取条件",False
355,6,"小壳蟹",,,,,,7,"小壳蟹",,,0,,"",False
356,6,"发芽小猩猩",,,,,,2,"人的命运，酒的命运",,,1,"友情之果","推进“重生之境”的主线任务进度后解锁获取条件",False
357,6,"恶魔砖块",,,,,,31,,,,4,"邪教驻地无限城古堡","突破“重生之境”的指定迷宫后解锁获取条件",False
358,6,"手指光标",,,,,,28,,,,0,,"",False
359,6,"卢恩人玩偶",,,,,,7,"卢恩人玩偶",,,0,,"",False
360,6,"小狼",,,,,,2,"拯救小狼犬",,,1,"海港的野兽们","推进“重生之境”的支线任务进度后解锁获取条件",False
361,6,"长须小豹",,,,,,2,"魔兽守护之物",,,1,"海港的野兽们","推进“重生之境”的支线任务进度后解锁获取条件",False
362,6,"冬贝利玩偶",,,,,,7,"冬贝利玩偶",,,0,,"",False
363,6,"魔法扫帚",,,,,,7,"魔法扫帚",,,0,,"",False
364,6,"莫古力娃娃",,,,,,12,"莫古力娃娃",,,0,,"",False
365,6,"食果花鼠",,,,,,7,"食果花鼠",,,0,,"",False
366,6,"猫小胖",,,,,,7,"猫小胖",,,0,,"",False
367,6,"河童童",,,,,,16,,,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
368,6,"追踪系统",,,,,,2,"博物战舰无限回廊",,,1,"苍穹之禁城","推进“苍穹之禁城”的支线任务进度后解锁获取条件",False
369,6,"猴面雀儿",,,,,,18,,,,1,"仰望天穹之街","推进“苍穹之禁城”的支线任务进度后解锁获取条件",False
370,6,"叶小妖妖",,,,,,31,,,,4,"草木庭园圣茉夏娜植物园","突破“苍穹之禁城”的指定迷宫后解锁获取条件",False
371,6,"獭獭",,,,,,7,"獭獭",,,0,,"",False
372,6,"迷你鲶鱼精",,,,,,7,"迷你鲶鱼精",,,0,,"",False
373,6,"迷你库洛",,,,,,4,"库洛·阿里亚珀","Level#6526530","迷你库洛",1,"天书奇谈","推进“苍穹之禁城”的支线任务进度后解锁获取条件",False
374,6,"豆豆柴",,,,,,7,"豆豆柴",,,0,,"",False
375,6,"隆卡的水蛇？",,,,,,2," 隆卡的守护者们",,,1," 双胞胎的祈祷","推进“暗影之逆焰”的支线任务进度后解锁获取条件",False
376,6,"大河狸",,,,,,4,"大河狸","Level#7989343","大河狸",1," 全军覆没","推进“暗影之逆焰”的支线任务进度后解锁获取条件",False
377,6,"鲨鱼指挥官",,,,,,11,"游钓大洋1",,,1,"引人注目的出海垂钓","推进“重生之境”的支线任务进度后解锁获取条件",False
378,6,"凯特西娃娃",,,,,,12,"凯特西娃娃",,,0,,"",True
379,6,"青鸟",,,,,,7,"青鸟",,,0,,"",False
380,6,"渡渡鸟雏",,,,,,29,,,,0,,"",False
381,6,"幼碧企鹅",,,,,,11,"见多识广的探索者",,,1,"被遗忘的探索笔记","推进“重生之境”的支线任务进度后解锁获取条件",False
382,6,"睡羊羊",,,,,,6,"睡羊羊",,,0,,"",False
383,6,"小小蔓德拉",,,,,,7,"小小蔓德拉",,,0,,"",False
384,6,"不说话的蜂鸟",,,,,,31,,,,4,"逆转要害沙斯塔夏溶洞","突破“重生之境”的指定迷宫后解锁获取条件",False
385,6,"梦魔娃娃",,,,,,7,"梦魔娃娃",,,0,,"",False
386,6,"小小吉尔伽美什",,,,,,28,,,,0,,"",False
387,6,"洋葱王子",,,,,,7,"洋葱王子",,,0,,"",False
388,6,"茄子骑士",,,,,,7,"茄子骑士",,,0,,"",False
389,6,"蒜头明星",,,,,,7,"蒜头明星",,,0,,"",False
390,6,"番茄国王",,,,,,7,"番茄国王",,,0,,"",False
391,6,"蔓德拉王后",,,,,,7,"蔓德拉王后",,,0,,"",False
392,6,"迷你奥尔特罗斯",,,,,,33,,,,4,,"突破“重生之境”的指定讨伐歼灭战后解锁获取条件",False
393,6,"恩奇都",,,,,,33,,,,4,,"突破“重生之境”的指定讨伐歼灭战后解锁获取条件",False
394,6,"小小阿托莫斯",,,,,,7,"小小阿托莫斯",,,0,,"",False
395,6,"风筝小猫",,,,,,31,,,,4,"天山绝顶索姆阿尔灵峰","突破“苍穹之禁城”的指定迷宫后解锁获取条件",False
396,6,"小熊猫",,,,,,31,,,,4,"邪龙王座龙巢神殿","突破“苍穹之禁城”的指定迷宫后解锁获取条件",False
397,6,"企鹅王子",,,,,,11,"盘上的军事家1",,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
398,6,"波奇",,,,,,16,,,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
399,6,"疣猪小子",,,,,,31,,,,4,"驱除剧毒妖花！","突破“苍穹之禁城”的指定迷宫后解锁获取条件",False
400,6,"旅雀儿",,,,,,31,,,,4,"讨伐爆弹怪的女王！","突破“红莲之狂潮”的指定迷宫后解锁获取条件",False
401,6,"迷你奇美拉",,,,,,7,"迷你奇美拉",,,0,,"",False
402,6,"小雪童子",,,,,,7,"小雪童子",,,1,"决战之地，其名为丰水地带","推进“红莲之狂潮”的支线任务进度后解锁获取条件",False
403,6,"小妖狐",,,,,,27,,,,1,"红莲之狂潮","推进“红莲之狂潮”的主线任务进度后解锁获取条件",False
404,6,"鲸头鹳",,,,,,31,,,,4,"莫古力贤王歼殛战","突破“暗影之逆焰”的指定迷宫后解锁获取条件",False
405,6,"猪小仙",,,,,,7,"猪小仙",,,0,,"",False
406,6,"沙狐",,,,,,26,,,,1,"某妖狐的幻巧拼图","推进“暗影之逆焰”的支线任务进度后解锁获取条件",False
407,6,"莫莫拉·莫拉！！！",,,,,,11,"海钓爱好者4",,,1,"引人注目的出海垂钓","推进“重生之境”的支线任务进度后解锁获取条件",False
408,5,"通讯珠",,,,,,14,,,,0,,"",True
409,9,,,,,,,11,"冲突的王者第4赛季",,,0,,"",True
410,11,,,,,,,11,"冲突的勇者第4赛季",,,0,,"",True
411,11,,,,,,,11,"冲突的获奖者第4赛季",,,0,,"",True
412,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
413,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
414,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
415,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
416,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
417,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
418,9,,,,,,,11,"冲突的王者第5赛季",,,0,,"",True
419,11,,,,,,,11,"冲突的勇者第5赛季",,,0,,"",True
420,11,,,,,,,11,"冲突的获奖者第5赛季",,,0,,"",True
421,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
422,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
423,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
424,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
425,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
426,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
427,9,,,,,,,14,,,,0,,"",True
428,9,,,,,,,14,,,,0,,"",True
429,9,,,,,,,17,,,,1," 永远的梦园","推进“暗影之逆焰”的友好部族任务进度后解锁获取条件",False
430,9,,,,,,,17,,,,1," 民族大融合","推进“暗影之逆焰”的友好部族任务进度后解锁获取条件",False
431,9,,,,,,,17,,,,1," 守护诺弗兰特的和平！","推进“暗影之逆焰”的友好部族任务进度后解锁获取条件",False
432,9,,,,,,,17,,,,1," 河马骑手团","推进“晓月之终途”的友好部族任务进度后解锁获取条件",False
433,9,,,,,,,17,,,,1," 梦想永不会完结！","推进“晓月之终途”的友好部族任务进度后解锁获取条件",False
434,4,,,,,,,3,,,,3,,"开放“晓月之终途”的指定绝境战后解锁获取条件",False
435,6,"胖儿陆行鸟",,,,,,16,,,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
436,6,"粘液胶",,,,,,31,,,,4,"骚乱坑道铜铃铜山","突破“重生之境”的指定迷宫后解锁获取条件",False
437,6,"奥猴宝宝",,,,,,31,,,,4,"纷争要地布雷福洛克斯野营地","突破“重生之境”的指定迷宫后解锁获取条件",False
438,6,"小脚雪人",,,,,,7,"小脚雪人",,,0,,"",False
439,6,"浅瞳",,,,,,11,"萌宠之王2",,,1,"金碟欢迎您","推进“重生之境”的支线任务进度后解锁获取条件",False
440,6,"蓝闪蝶",,,,,,31,,,,4,"完成集团战训练！","突破“苍穹之禁城”的指定迷宫后解锁获取条件",False
441,6,"波罗·罗格",,,,,,2,"星海的呼唤",,,1,"彼岸的捷报","推进“苍穹之禁城”的主线任务进度后解锁获取条件",False
442,6,"水小滴",,,,,,31,,,,4,"大桥上的决斗","突破“暗影之逆焰”的指定迷宫后解锁获取条件",False
443,6,"分福",,,,,,7,"分福",,,0,,"",False
444,6,"小刺猬",,,,,,7,"小刺猬",,,0,,"",False
445,6,"鼯鼠",,,,,,26,,,,1,"某妖狐的幻巧拼图","推进“暗影之逆焰”的支线任务进度后解锁获取条件",False
446,6,"吉多",,,,,,31,,,,4,"注意无敌的眷属，讨伐大型妖异！","突破“红莲之狂潮”的指定迷宫后解锁获取条件",False
447,6,"椒盐海豹",,,,,,31,,,,4,"迦楼罗讨伐战","突破“红莲之狂潮”的指定迷宫后解锁获取条件",False
448,6,"六角小螈螈",,,,,,7,"六角小螈螈",,,0,,"",False
449,6,"小鸭嘴兽",,,,,,22,,,,1,"狂热兵团的初级怪物狩猎","推进“暗影之逆焰”的支线任务进度后解锁获取条件",False
450,6,"丑小鸭",,,,,,31,,,,4,"空中神域不获岛","突破“苍穹之禁城”的指定迷宫后解锁获取条件",False
451,6,"白小虎",,,,,,7,"白小虎",,,0,,"",False
452,6,"朱孔雀",,,,,,7,"朱孔雀",,,0,,"",False
453,6,"青帝",,,,,,7,"青帝",,,0,,"",False
454,6,"迷你雅·修特拉",,,,,,12,"迷你雅·修特拉",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
455,6,"迷你敏菲利亚",,,,,,6,"迷你敏菲利亚",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
456,6,"迷你桑克瑞德",,,,,,6,"迷你桑克瑞德",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
457,6,"迷你伊达",,,,,,12,"迷你伊达",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
458,6,"迷你帕帕力莫",,,,,,12,"迷你帕帕力莫",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
459,6,"迷你于里昂热",,,,,,12,"迷你于里昂热",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
460,6,"迷你阿尔菲诺",,,,,,2,"搜寻伊塞勒",,,1,"阿尔菲诺的计策","推进“苍穹之禁城”的主线任务进度后解锁获取条件",False
461,6,"迷你阿莉塞",,,,,,12,"迷你阿莉塞",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
462,6,"迷你塔塔露",,,,,,12,"迷你塔塔露",,,1,"超越幻想，究极神兵","推进“重生之境”的主线任务进度后解锁获取条件",False
463,6,"迷你西德",,,,,,2,"来自北方之人",,,1,"魔大陆的钥匙","推进“苍穹之禁城”的主线任务进度后解锁获取条件",False
464,6,"猫耳小小员",,,,,,25,,,,1,"出发！前往无人岛！","推进“晓月之终途”的支线任务进度后解锁获取条件",False
465,9,,,,,,,20,,,,1,"谜团笼罩的正统优雷卡","推进“晓月之终途”的支线任务进度后解锁获取条件",False
466,9,,,,,,,20,,,,1,"优雷卡的真相","推进“晓月之终途”的支线任务进度后解锁获取条件",False
467,1,"犹如春夜一梦",,,,,,2,"犹如春夜一梦",,,1,"群青的誓言","推进“红莲之狂潮”的编年史任务进度后解锁获取条件",False
468,9,,,,,,,25,,,,1,"出发！前往无人岛！","推进“晓月之终途”的支线任务进度后解锁获取条件",False
469,9,,,,,,,25,,,,1,"出发！前往无人岛！","推进“晓月之终途”的支线任务进度后解锁获取条件",False
470,5,"摇兔兔耳",,,,,,2," 梦想永不会完结！",,,1," 开设播音电台吧！","推进“晓月之终途”的友好部族任务进度后解锁获取条件",False
471,5,"手抚胸",,,,,,14,,,,0,,"",True
472,6,"擦擦羽衣精",,,,,,34,,,,3,,"推进“晓月之终途”的支线任务进度后解锁获取条件",False
473,6,"吉娃汪",,,,,,7,"吉娃汪",,,0,,"",False
474,6,"肥肥风筝猫",,,,,,7,"肥肥风筝猫",,,0,,"",False
475,6,"娜娜珂小熊",,,,,,7,"娜娜珂小熊",,,0,,"",False
476,6,"黑豆柴",,,,,,31,,,,4,"利维亚桑歼灭战","突破“暗影之逆焰”的指定迷宫后解锁获取条件",False
477,6,"小树袋熊",,,,,,7,"小树袋熊",,,0,,"",False
478,6,"水豚幼崽",,,,,,7,"水豚幼崽",,,0,,"",False
479,6,"小旗",,,,,,7,"小旗",,,0,,"",False
480,6,"柯基犬",,,,,,26,,,,1,"某妖狐的幻巧拼图","推进“暗影之逆焰”的支线任务进度后解锁获取条件",False
481,6,"银山雀儿",,,,,,7,"银山雀儿",,,0,,"",False
482,6,"小草贤人",,,,,,7,"小草贤人",,,0,,"",False
483,6,"悌阳象族人偶",,,,,,17,,,,1," 新的配送服务","推进“晓月之终途”的友好部族任务进度后解锁获取条件",False
484,6,"格雷布洛弗玩偶",,,,,,7,"格雷布洛弗玩偶",,,0,,"",False
485,6,"探明威",,,,,,17,,,,1," 来尝试烹饪吧！","推进“晓月之终途”的友好部族任务进度后解锁获取条件",False
486,6,"集成奥密克戎",,,,,,31,,,,4,"希瓦歼灭战","突破“晓月之终途”的指定迷宫后解锁获取条件",False
487,6,"迷你欧米茄M",,,,,,4,"库洛·阿里亚珀","Level#6526530","迷你欧米茄M",1,"天书奇谈","推进“苍穹之禁城”的支线任务进度后解锁获取条件",False
488,6,"迷你欧米茄F",,,,,,4,"库洛·阿里亚珀","Level#6526530","迷你欧米茄F",1,"天书奇谈","推进“苍穹之禁城”的支线任务进度后解锁获取条件",False
489,6,"迷你欧米茄",,,,,,33,,,,4,,"突破“红莲之狂潮”的指定讨伐歼灭战后解锁获取条件",False
490,6,"迷你阿尔法",,,,,,2,"让梦乘上翅膀",,,1,"最终之战","推进“红莲之狂潮”的支线任务进度后解锁获取条件",False
491,6,"迷你可露儿",,,,,,6,"迷你可露儿",,,0,,"",False
492,6,"迷你穆恩布瑞达",,,,,,2,"灵魂继承者",,,1,"纠缠不清的宿命","推进“苍穹之禁城”的主线任务进度后解锁获取条件",False
493,6,"非正宗调查员",,,,,,2,"随风而逝的结局",,,1,"在血液中蔓延的诅咒","推进“重生之境”的支线任务进度后解锁获取条件",False
494,6,"迷你娜娜莫",,,,,,28,,,,0,,"",False
495,6,"迷你奥尔什方",,,,,,2,"光与暗的分界",,,1,"动荡的皇都","推进“苍穹之禁城”的主线任务进度后解锁获取条件",False
496,6,"迷你艾默里克",,,,,,2,"绝命怒嚎",,,1,"英雄们的时间","推进“苍穹之禁城”的主线任务进度后解锁获取条件",False
497,6,"迷你埃斯蒂尼安",,,,,,4,"库洛·阿里亚珀","Level#6526530","迷你埃斯蒂尼安",1,"天书奇谈","推进“苍穹之禁城”的支线任务进度后解锁获取条件",False
498,6,"迷你尼禄",,,,,,16,,,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
499,6,"袖珍领袖",,,,,,28,,,,0,,"",False
500,6,"袖珍领袖",,,,,,28,,,,0,,"",False
501,6,"袖珍领袖",,,,,,28,,,,0,,"",False
502,9,,,,,,,11,"冲突的王者第6赛季",,,0,,"",True
503,11,,,,,,,11,"冲突的勇者第6赛季",,,0,,"",True
504,11,,,,,,,11,"冲突的获奖者第6赛季",,,0,,"",True
505,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
506,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
507,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
508,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
509,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
510,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
511,9,,,,,,,11,"冲突的王者第7赛季",,,0,,"",True
512,11,,,,,,,11,"冲突的勇者第7赛季",,,0,,"",True
513,11,,,,,,,11,"冲突的获奖者第7赛季",,,0,,"",True
514,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
515,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
516,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
517,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
518,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
519,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
520,9,,,,,,,14,,,,0,,"",True
521,9,,,,,,,14,,,,0,,"",True
522,9,,,,,,,19,,,,1,"真正的齐格弗里德","推进“青魔法师”的特职任务进度后解锁获取条件",False
523,9,,,,,,,35,,,,0,,"",True
524,9,,,,,,,17,,,,1," 付丧神之缘","推进“红莲之狂潮”的友好部族任务进度后解锁获取条件",False
525,9,,,,,,,17,,,,1," 跨越种族之桥","推进“红莲之狂潮”的友好部族任务进度后解锁获取条件",False
526,9,,,,,,,17,,,,1," 庆祝吧鲶鱼精","推进“红莲之狂潮”的友好部族任务进度后解锁获取条件",False
527,0,,,,,,,0,,,,0,,"",False
528,9,,,,,,,24,,,,3,,"推进“晓月之终途”的支线任务进度后解锁获取条件",False
529,9,,,,,,,36,,,,1,"引人注目的出海垂钓","推进“重生之境”的支线任务进度后解锁获取条件",False
530,9,,,,,,,36,,,,1,"代理渔头希希蒲","推进“捕鱼人”的职业任务进度后解锁获取条件",False
531,9,,,,,,,36,,,,1,"多玛方城战入门之旅","推进“重生之境”的支线任务进度后解锁获取条件",False
532,5,"比对文献",,,,,,24,,,,3,,"推进“晓月之终途”的支线任务进度后解锁获取条件",False
533,5,"垂头丧气",,,,,,14,,,,0,,"",False
