key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
789,3,"雕金","RecipeLevelTable#34","蟹甲骨拳",1,"绿陆蟹甲壳",2,"骏鹰筋腱",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
790,3,"雕金","RecipeLevelTable#34","熏银咒杖",1,"白银咒杖",1,"白银锭",2,"甲鳞之血",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
791,3,"雕金","RecipeLevelTable#34","秘银作业眼镜",1,"秘银眼镜",1,"秘银锭",1,"玻璃板",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
792,3,"雕金","RecipeLevelTable#34","秘银眼镜",1,"秘银锭",1,"玻璃板",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
793,1,"雕金","RecipeLevelTable#35","秘银环",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,,0,"RecipeNotebookList#0",True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
794,3,"雕金","RecipeLevelTable#35","兽齿山羊角长杖",1,"山羊角长杖",1,"山羊角",2,"甲鳞之血",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
795,3,"雕金","RecipeLevelTable#35","狼牙耳坠",1,"黑狼之牙",1,"秘银锭",1,"野猪革",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
796,3,"雕金","RecipeLevelTable#35","火华咒角",1,"白银锭",1,"山羊角",1,"火眼石",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
797,3,"雕金","RecipeLevelTable#35","秘银冲锋项环",1,"秘银锭",2,"巨蟾蜍革",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
798,3,"雕金","RecipeLevelTable#35","秘银手链",1,"秘银锭",1,"秘银环",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
799,3,"雕金","RecipeLevelTable#35","秘银耳环",1,"秘银锭",1,"粉砂岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",3,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
800,3,"雕金","RecipeLevelTable#36","狼牙项链",1,"黑狼之牙",2,"亚麻线",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
801,3,"雕金","RecipeLevelTable#36","秘银缝针",1,"秘银锭",1,"粉砂岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
802,3,"雕金","RecipeLevelTable#36","秘银戒指",1,"秘银锭",1,"粉砂岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
803,3,"雕金","RecipeLevelTable#37","海蓝石项环",1,"海蓝石",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
804,3,"雕金","RecipeLevelTable#37","紫水晶项环",1,"紫水晶",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
805,3,"雕金","RecipeLevelTable#37","石榴石项环",1,"石榴石",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
806,3,"雕金","RecipeLevelTable#37","透绿柱石项环",1,"透绿柱石",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
807,3,"雕金","RecipeLevelTable#37","金绿柱石项环",1,"金绿柱石",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
808,3,"雕金","RecipeLevelTable#37","橄榄石项环",1,"橄榄石",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
809,3,"雕金","RecipeLevelTable#37","白珍珠项环",1,"白珍珠",1,"秘银锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
810,3,"雕金","RecipeLevelTable#38","海蓝石手镯",1,"海蓝石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
811,3,"雕金","RecipeLevelTable#38","紫水晶手镯",1,"紫水晶",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
812,3,"雕金","RecipeLevelTable#38","石榴石手镯",1,"石榴石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
813,3,"雕金","RecipeLevelTable#38","透绿柱石手镯",1,"透绿柱石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
814,3,"雕金","RecipeLevelTable#38","金绿柱石手镯",1,"金绿柱石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
815,3,"雕金","RecipeLevelTable#38","橄榄石手镯",1,"橄榄石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
816,3,"雕金","RecipeLevelTable#38","白珍珠手镯",1,"白珍珠",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",4,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
817,3,"雕金","RecipeLevelTable#39","海蓝石耳坠",1,"海蓝石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
818,3,"雕金","RecipeLevelTable#39","海蓝石戒指",1,"海蓝石",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
819,3,"雕金","RecipeLevelTable#39","紫水晶耳坠",1,"紫水晶",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
820,3,"雕金","RecipeLevelTable#39","紫水晶戒指",1,"紫水晶",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
821,3,"雕金","RecipeLevelTable#39","石榴石耳坠",1,"石榴石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
822,3,"雕金","RecipeLevelTable#39","石榴石戒指",1,"石榴石",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
823,3,"雕金","RecipeLevelTable#39","透绿柱石耳坠",1,"透绿柱石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
824,3,"雕金","RecipeLevelTable#39","透绿柱石戒指",1,"透绿柱石",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
825,1,"雕金","RecipeLevelTable#40","翡翠硬玉",1,"翡翠原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
826,1,"雕金","RecipeLevelTable#40","蛋壳磨刀石",1,"石蜥蜴的蛋",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
827,3,"雕金","RecipeLevelTable#40","金绿柱石耳坠",1,"金绿柱石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
828,3,"雕金","RecipeLevelTable#40","金绿柱石戒指",1,"金绿柱石",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
829,3,"雕金","RecipeLevelTable#40","橄榄石耳坠",1,"橄榄石",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
830,3,"雕金","RecipeLevelTable#40","橄榄石戒指",1,"橄榄石",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
831,3,"雕金","RecipeLevelTable#40","红珊瑚腕环",1,"红珊瑚",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
832,1,"雕金","RecipeLevelTable#41","琥珀",1,"琥珀原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
833,1,"雕金","RecipeLevelTable#41","锆石",1,"锆石原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
834,1,"雕金","RecipeLevelTable#41","尖晶石",1,"尖晶石原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
835,1,"雕金","RecipeLevelTable#41","绿松石",1,"绿松石原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
836,1,"雕金","RecipeLevelTable#41","碧玺",1,"碧玺原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
837,1,"雕金","RecipeLevelTable#41","红电气石",1,"红电气石原石",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
838,3,"雕金","RecipeLevelTable#41","兽角长杖",1,"火眼石",1,"黑狼之牙",2,"山羊角",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
839,3,"雕金","RecipeLevelTable#41","白珍珠耳坠",1,"白珍珠",2,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
840,3,"雕金","RecipeLevelTable#41","白珍珠戒指",1,"白珍珠",1,"秘银锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
841,3,"雕金","RecipeLevelTable#41","秘银工艺项环",1,"秘银锭",2,"巨蟾蜍革",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",4,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
842,1,"雕金","RecipeLevelTable#42","绿金锭",1,"绿金矿",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
843,3,"雕金","RecipeLevelTable#42","秘银头冠（琥珀）",1,"琥珀",1,"秘银锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
844,3,"雕金","RecipeLevelTable#42","秘银头冠（锆石）",1,"锆石",1,"秘银锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
845,3,"雕金","RecipeLevelTable#42","秘银头冠（尖晶石）",1,"尖晶石",1,"秘银锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
846,3,"雕金","RecipeLevelTable#42","秘银头冠（绿松石）",1,"绿松石",1,"秘银锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
847,3,"雕金","RecipeLevelTable#42","秘银头冠（碧玺）",1,"碧玺",1,"秘银锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
848,3,"雕金","RecipeLevelTable#42","秘银头冠（红电气石）",1,"红电气石",1,"秘银锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
849,3,"雕金","RecipeLevelTable#42","龟甲骨拳",1,"陆龟壳",2,"盗龙筋腱",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
850,3,"雕金","RecipeLevelTable#42","雷华咒角",1,"雷眼石",1,"山羊角",1,"野猪革",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
851,1,"雕金","RecipeLevelTable#43","绿金环",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,,0,"RecipeNotebookList#0",True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
852,3,"雕金","RecipeLevelTable#43","绿金咒杖",1,"水眼石",1,"钴铁锭",1,"绿金锭",1,"水银",1,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
853,3,"雕金","RecipeLevelTable#43","仙人针",1,"仙人掌的针",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
854,3,"雕金","RecipeLevelTable#43","红珊瑚戒指",1,"红珊瑚",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
855,3,"雕金","RecipeLevelTable#43","红珊瑚耳坠",1,"红珊瑚",1,"绿金锭",1,"野猪革",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
856,3,"雕金","RecipeLevelTable#43","水华咒角",1,"水眼石",1,"山羊角",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
857,3,"雕金","RecipeLevelTable#43","绿金冲锋项环",1,"绿金锭",2,"毒蜥蜴革",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
858,3,"雕金","RecipeLevelTable#43","绿金手链",1,"绿金锭",1,"绿金环",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
859,3,"雕金","RecipeLevelTable#44","绿金耳环",1,"绿金锭",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
860,3,"雕金","RecipeLevelTable#44","绿金戒指",1,"绿金锭",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
861,1,"雕金","RecipeLevelTable#45","黑珍珠",1,"黑蝶贝",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,,0,"RecipeNotebookList#0",False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
862,3,"雕金","RecipeLevelTable#45","绿金单眼镜",1,"绿金锭",1,"玻璃板",1,"黄铜环",1,"海蓝石",1,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
863,3,"雕金","RecipeLevelTable#45","红珊瑚项链",1,"红珊瑚",3,"羊毛线",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
864,3,"雕金","RecipeLevelTable#45","琥珀项环",1,"琥珀",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
865,3,"雕金","RecipeLevelTable#45","绿金头冠（琥珀）",1,"琥珀",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
866,3,"雕金","RecipeLevelTable#45","绿金头冠（锆石）",1,"锆石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
867,3,"雕金","RecipeLevelTable#45","绿金头冠（尖晶石）",1,"尖晶石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
868,3,"雕金","RecipeLevelTable#45","绿金头冠（绿松石）",1,"绿松石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
869,3,"雕金","RecipeLevelTable#45","绿金头冠（碧玺）",1,"碧玺",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
870,3,"雕金","RecipeLevelTable#45","绿金头冠（红电气石）",1,"红电气石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
871,3,"雕金","RecipeLevelTable#47","琥珀手镯",1,"琥珀",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
872,3,"雕金","RecipeLevelTable#47","绿金缝针",1,"绿金锭",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
873,3,"雕金","RecipeLevelTable#47","锆石项环",1,"锆石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
874,3,"雕金","RecipeLevelTable#47","锆石手镯",1,"锆石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
875,3,"雕金","RecipeLevelTable#47","尖晶石项环",1,"尖晶石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
876,3,"雕金","RecipeLevelTable#47","尖晶石手镯",1,"尖晶石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
877,3,"雕金","RecipeLevelTable#47","绿松石项环",1,"绿松石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
878,3,"雕金","RecipeLevelTable#47","绿松石手镯",1,"绿松石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
879,3,"雕金","RecipeLevelTable#47","琥珀戒指",1,"琥珀",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
880,3,"雕金","RecipeLevelTable#48","碧玺项环",1,"碧玺",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,"RecipeNotebookList#0",False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
